               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.030964,            0.017693,           0.0017491,             0.88023,             0.84764,             0.88597,             0.49988,            0.031695,            0.015549,           0.0070667,            0.005116,            0.005116,            0.005116
                 150,            0.031159,            0.017558,           0.0018195,             0.87995,             0.84775,             0.88605,             0.49949,            0.031695,            0.015551,           0.0070601,            0.005083,            0.005083,            0.005083
                 151,            0.031121,            0.017338,           0.0017722,             0.87937,             0.84811,             0.88583,             0.49969,            0.031701,            0.015553,           0.0070545,             0.00505,             0.00505,             0.00505
                 152,            0.031149,            0.017712,           0.0016788,              0.8793,             0.84867,             0.88636,             0.49969,            0.031702,            0.015552,           0.0070534,            0.005017,            0.005017,            0.005017
                 153,            0.031217,            0.017456,           0.0017282,              0.8797,             0.84854,             0.88594,             0.49927,            0.031704,            0.015552,           0.0070549,            0.004984,            0.004984,            0.004984
                 154,            0.030853,            0.017557,             0.00167,             0.87898,             0.84811,             0.88592,             0.49932,            0.031703,            0.015552,           0.0070556,            0.004951,            0.004951,            0.004951
                 155,            0.030939,            0.017517,           0.0016364,             0.88023,             0.84757,             0.88607,             0.49947,            0.031705,            0.015554,            0.007055,            0.004918,            0.004918,            0.004918
                 156,            0.030741,             0.01743,           0.0016936,             0.88035,             0.84638,             0.88552,             0.49935,            0.031707,            0.015555,           0.0070587,            0.004885,            0.004885,            0.004885
                 157,            0.031004,            0.017328,           0.0016512,             0.88065,             0.84574,             0.88543,             0.49953,            0.031703,            0.015554,           0.0070628,            0.004852,            0.004852,            0.004852
                 158,            0.031084,            0.017398,           0.0016062,             0.88122,             0.84684,              0.8861,              0.4997,            0.031705,            0.015554,           0.0070631,            0.004819,            0.004819,            0.004819
                 159,            0.030797,            0.017337,             0.00173,             0.88149,              0.8469,             0.88574,             0.49956,             0.03171,            0.015554,           0.0070663,            0.004786,            0.004786,            0.004786
                 160,            0.030916,            0.017485,           0.0016198,             0.88206,              0.8466,             0.88597,             0.49963,             0.03171,            0.015558,           0.0070732,            0.004753,            0.004753,            0.004753
                 161,             0.03085,            0.017523,           0.0016557,             0.88272,             0.84653,             0.88636,             0.49977,            0.031706,            0.015558,           0.0070741,             0.00472,             0.00472,             0.00472
                 162,            0.030759,            0.017347,           0.0016518,             0.88018,             0.84724,             0.88589,              0.4997,            0.031703,            0.015559,           0.0070757,            0.004687,            0.004687,            0.004687
                 163,            0.030803,            0.017388,           0.0016431,             0.88233,             0.84613,             0.88557,              0.4996,            0.031704,            0.015559,           0.0070776,            0.004654,            0.004654,            0.004654
                 164,            0.030723,            0.017283,           0.0015826,             0.87872,             0.84687,             0.88449,             0.49945,            0.031699,            0.015561,           0.0070806,            0.004621,            0.004621,            0.004621
                 165,             0.03054,            0.017299,           0.0015954,             0.88088,             0.84555,             0.88491,             0.49965,            0.031695,            0.015562,           0.0070775,            0.004588,            0.004588,            0.004588
                 166,            0.030566,            0.017296,           0.0015905,             0.87969,             0.84644,             0.88544,             0.49983,            0.031691,            0.015563,           0.0070808,            0.004555,            0.004555,            0.004555
                 167,            0.030458,            0.017106,           0.0016372,             0.88124,             0.84656,             0.88577,             0.49962,            0.031692,            0.015566,           0.0070829,            0.004522,            0.004522,            0.004522
                 168,            0.030329,            0.017271,           0.0015528,             0.87961,             0.84684,             0.88519,             0.49941,            0.031692,            0.015565,           0.0070862,            0.004489,            0.004489,            0.004489
                 169,             0.03049,            0.017365,           0.0015777,             0.87963,             0.84651,              0.8853,             0.49931,            0.031691,            0.015566,           0.0070913,            0.004456,            0.004456,            0.004456
                 170,            0.030344,            0.017249,           0.0015167,             0.87872,             0.84664,             0.88562,             0.49976,             0.03169,            0.015569,           0.0070972,            0.004423,            0.004423,            0.004423
                 171,            0.030382,            0.017219,           0.0015794,             0.87731,             0.84839,             0.88536,             0.49986,            0.031685,            0.015568,           0.0071001,             0.00439,             0.00439,             0.00439
                 172,            0.030337,            0.017221,           0.0015559,             0.87762,             0.84865,             0.88547,             0.49984,            0.031683,            0.015568,           0.0071007,            0.004357,            0.004357,            0.004357
                 173,            0.030305,            0.017049,           0.0016543,             0.87742,             0.84922,             0.88548,                 0.5,            0.031686,            0.015569,           0.0071074,            0.004324,            0.004324,            0.004324
                 174,             0.03032,            0.017157,           0.0015946,             0.87736,             0.84913,             0.88539,              0.4998,            0.031688,            0.015571,           0.0071153,            0.004291,            0.004291,            0.004291
                 175,             0.03016,            0.017244,           0.0015336,             0.87715,             0.84856,             0.88521,             0.49985,            0.031687,            0.015573,           0.0071247,            0.004258,            0.004258,            0.004258
                 176,            0.030248,            0.017309,           0.0015069,              0.8769,             0.84878,             0.88508,             0.49988,            0.031689,            0.015571,           0.0071283,            0.004225,            0.004225,            0.004225
                 177,            0.030114,            0.017236,           0.0014905,             0.87772,             0.84941,              0.8853,             0.49976,            0.031693,            0.015574,           0.0071351,            0.004192,            0.004192,            0.004192
                 178,            0.030116,            0.017233,           0.0014972,             0.87794,             0.84926,             0.88527,             0.49988,            0.031693,            0.015576,           0.0071415,            0.004159,            0.004159,            0.004159
                 179,            0.029987,            0.017042,           0.0014177,             0.88078,             0.84506,              0.8851,             0.49972,            0.031698,            0.015575,           0.0071508,            0.004126,            0.004126,            0.004126
                 180,             0.02993,            0.016955,           0.0015303,             0.88084,             0.84486,             0.88473,             0.49952,            0.031698,            0.015577,           0.0071552,            0.004093,            0.004093,            0.004093
                 181,            0.030044,             0.01707,           0.0015059,             0.88065,             0.84556,             0.88505,             0.49967,            0.031702,            0.015576,           0.0071561,             0.00406,             0.00406,             0.00406
                 182,            0.029719,             0.01689,           0.0014566,             0.88284,             0.84404,             0.88538,             0.49999,            0.031706,            0.015578,           0.0071575,            0.004027,            0.004027,            0.004027
                 183,            0.029915,            0.017237,            0.001445,             0.88371,             0.84398,             0.88562,             0.50037,            0.031708,            0.015578,           0.0071635,            0.003994,            0.003994,            0.003994
                 184,             0.02976,            0.016942,           0.0015231,             0.87492,             0.84887,              0.8853,             0.50051,            0.031709,            0.015581,           0.0071651,            0.003961,            0.003961,            0.003961
                 185,            0.029962,            0.016998,           0.0014773,             0.88821,             0.84065,             0.88613,             0.50038,            0.031708,             0.01558,           0.0071712,            0.003928,            0.003928,            0.003928
                 186,             0.02971,            0.016889,           0.0014635,             0.88738,             0.84088,             0.88586,             0.50039,            0.031711,            0.015583,           0.0071762,            0.003895,            0.003895,            0.003895
                 187,            0.029674,            0.017074,           0.0014834,              0.8885,             0.84052,             0.88603,             0.50045,            0.031709,            0.015585,           0.0071783,            0.003862,            0.003862,            0.003862
                 188,            0.029571,            0.016847,           0.0014293,             0.88822,             0.83995,             0.88555,             0.50057,             0.03171,            0.015588,           0.0071854,            0.003829,            0.003829,            0.003829
                 189,            0.029725,            0.016927,           0.0014611,             0.88003,             0.84693,              0.8862,              0.5006,            0.031712,            0.015588,           0.0071918,            0.003796,            0.003796,            0.003796
                 190,            0.029408,            0.016924,           0.0014436,             0.88025,             0.84681,             0.88627,             0.50103,             0.03171,            0.015588,           0.0071927,            0.003763,            0.003763,            0.003763
                 191,            0.029446,            0.016734,           0.0014472,             0.87963,              0.8467,             0.88638,             0.50085,            0.031712,            0.015588,           0.0071979,             0.00373,             0.00373,             0.00373
                 192,            0.029344,            0.016799,           0.0013937,             0.88454,             0.84335,             0.88624,             0.50105,            0.031709,            0.015588,           0.0072061,            0.003697,            0.003697,            0.003697
                 193,            0.029372,             0.01687,           0.0013778,             0.88402,             0.84391,               0.887,             0.50075,            0.031707,            0.015587,           0.0072083,            0.003664,            0.003664,            0.003664
                 194,            0.029404,            0.016841,           0.0013689,             0.87562,             0.85183,             0.88698,             0.50094,            0.031705,            0.015588,           0.0072099,            0.003631,            0.003631,            0.003631
                 195,            0.029526,            0.016787,             0.00138,             0.87632,             0.85185,              0.8868,              0.5013,            0.031697,            0.015589,           0.0072118,            0.003598,            0.003598,            0.003598
                 196,            0.029124,            0.016837,           0.0014432,             0.87617,             0.85218,             0.88694,             0.50128,            0.031695,            0.015591,           0.0072148,            0.003565,            0.003565,            0.003565
                 197,            0.029352,            0.016815,           0.0014068,             0.87645,              0.8527,             0.88702,             0.50136,            0.031692,            0.015594,           0.0072178,            0.003532,            0.003532,            0.003532
                 198,            0.029175,            0.016832,           0.0013303,             0.87666,             0.85331,              0.8873,             0.50156,            0.031688,            0.015597,           0.0072177,            0.003499,            0.003499,            0.003499
                 199,            0.029076,            0.016878,            0.001402,             0.87687,             0.85139,             0.88716,             0.50163,            0.031685,            0.015596,           0.0072176,            0.003466,            0.003466,            0.003466
                 200,            0.029125,            0.016734,           0.0013564,             0.87934,               0.849,             0.88733,             0.50129,            0.031683,            0.015597,            0.007222,            0.003433,            0.003433,            0.003433
                 201,            0.029015,            0.016625,           0.0013747,             0.87822,             0.85001,             0.88733,             0.50143,            0.031683,            0.015599,           0.0072233,              0.0034,              0.0034,              0.0034
                 202,            0.028942,            0.016697,           0.0013571,             0.87858,              0.8508,             0.88725,             0.50122,            0.031685,            0.015602,           0.0072292,            0.003367,            0.003367,            0.003367
                 203,            0.029012,            0.016686,           0.0013366,             0.87764,               0.851,             0.88707,             0.50101,            0.031677,            0.015602,           0.0072385,            0.003334,            0.003334,            0.003334
                 204,            0.028863,            0.016493,           0.0013795,             0.87779,             0.85103,             0.88709,             0.50106,             0.03168,            0.015605,           0.0072469,            0.003301,            0.003301,            0.003301
                 205,            0.028819,             0.01662,           0.0013006,              0.8782,             0.85066,             0.88716,             0.50136,            0.031676,            0.015607,           0.0072525,            0.003268,            0.003268,            0.003268
                 206,            0.029015,            0.016622,           0.0013097,             0.87839,             0.85077,             0.88713,             0.50127,            0.031675,            0.015608,           0.0072582,            0.003235,            0.003235,            0.003235
                 207,            0.028918,            0.016787,           0.0013247,             0.87973,             0.84959,             0.88717,             0.50145,            0.031674,            0.015609,           0.0072573,            0.003202,            0.003202,            0.003202
                 208,            0.028762,            0.016435,            0.001292,             0.88099,             0.84954,             0.88719,             0.50164,            0.031673,            0.015612,           0.0072598,            0.003169,            0.003169,            0.003169
                 209,            0.028961,             0.01646,           0.0013038,             0.88374,             0.84674,             0.88748,             0.50152,            0.031678,            0.015612,           0.0072633,            0.003136,            0.003136,            0.003136
                 210,            0.028668,            0.016612,           0.0012849,             0.88428,             0.84655,             0.88759,             0.50155,            0.031683,            0.015616,           0.0072693,            0.003103,            0.003103,            0.003103
                 211,            0.028603,            0.016484,           0.0012907,               0.884,             0.84697,             0.88741,             0.50149,            0.031683,            0.015618,           0.0072718,             0.00307,             0.00307,             0.00307
                 212,            0.028501,            0.016352,           0.0013145,             0.88462,             0.84698,              0.8873,             0.50139,            0.031688,            0.015619,           0.0072764,            0.003037,            0.003037,            0.003037
                 213,            0.028441,            0.016371,           0.0012354,             0.88457,             0.84695,             0.88736,             0.50126,            0.031691,            0.015621,           0.0072818,            0.003004,            0.003004,            0.003004
                 214,            0.028392,            0.016431,           0.0012959,             0.88438,             0.84707,             0.88733,             0.50129,            0.031694,            0.015626,           0.0072822,            0.002971,            0.002971,            0.002971
                 215,            0.028266,            0.016197,           0.0011712,             0.88431,             0.84791,             0.88729,             0.50125,            0.031702,            0.015629,           0.0072857,            0.002938,            0.002938,            0.002938
                 216,            0.028417,            0.016455,           0.0012115,             0.88314,             0.84856,             0.88737,             0.50128,            0.031708,            0.015633,            0.007287,            0.002905,            0.002905,            0.002905
                 217,             0.02815,            0.016224,           0.0012399,             0.88482,             0.84677,             0.88749,             0.50129,            0.031708,            0.015636,           0.0072875,            0.002872,            0.002872,            0.002872
                 218,            0.028285,            0.016291,           0.0012483,             0.88511,             0.84569,             0.88749,              0.5014,            0.031716,            0.015641,           0.0072882,            0.002839,            0.002839,            0.002839
                 219,            0.028296,            0.016364,           0.0012995,             0.88438,             0.84677,             0.88748,             0.50096,            0.031723,            0.015644,           0.0072892,            0.002806,            0.002806,            0.002806
                 220,            0.028281,            0.016301,           0.0012334,              0.8857,             0.84659,             0.88756,             0.50118,            0.031726,            0.015649,           0.0072923,            0.002773,            0.002773,            0.002773
                 221,            0.028141,            0.016294,            0.001211,             0.88545,             0.84685,              0.8876,             0.50122,            0.031732,            0.015651,           0.0072946,             0.00274,             0.00274,             0.00274
                 222,            0.028114,            0.016118,           0.0011906,             0.88636,             0.84635,             0.88789,             0.50135,            0.031738,            0.015657,           0.0072993,            0.002707,            0.002707,            0.002707
                 223,             0.02819,            0.016272,           0.0011586,             0.88642,             0.84659,             0.88778,             0.50124,             0.03174,            0.015661,           0.0073032,            0.002674,            0.002674,            0.002674
                 224,            0.027934,            0.016141,           0.0012441,             0.88689,             0.84659,              0.8882,             0.50139,            0.031741,            0.015666,           0.0073074,            0.002641,            0.002641,            0.002641
                 225,            0.027873,            0.016032,           0.0011993,             0.88726,             0.84674,             0.88829,             0.50146,            0.031741,             0.01567,           0.0073107,            0.002608,            0.002608,            0.002608
                 226,            0.027933,             0.01609,           0.0011697,             0.88624,             0.84779,              0.8883,              0.5016,             0.03174,            0.015675,           0.0073136,            0.002575,            0.002575,            0.002575
                 227,             0.02766,            0.016259,           0.0011364,             0.88572,             0.84832,              0.8885,             0.50171,             0.03174,             0.01568,            0.007315,            0.002542,            0.002542,            0.002542
                 228,            0.027615,            0.015988,           0.0011348,             0.88427,             0.85116,             0.88874,             0.50197,             0.03174,            0.015682,           0.0073198,            0.002509,            0.002509,            0.002509
                 229,            0.027777,            0.016017,           0.0011725,             0.88539,             0.84974,             0.88863,             0.50194,            0.031737,            0.015688,           0.0073229,            0.002476,            0.002476,            0.002476
                 230,             0.02763,            0.015989,             0.00115,             0.88461,             0.85065,             0.88865,              0.5022,            0.031736,             0.01569,           0.0073266,            0.002443,            0.002443,            0.002443
                 231,            0.027516,            0.015795,           0.0011607,             0.88723,             0.84949,             0.88874,             0.50216,            0.031732,            0.015695,           0.0073338,             0.00241,             0.00241,             0.00241
                 232,            0.027596,            0.015903,             0.00121,             0.88699,             0.85032,             0.88893,             0.50243,            0.031731,            0.015698,           0.0073403,            0.002377,            0.002377,            0.002377
                 233,            0.027449,            0.015855,           0.0011257,             0.88596,             0.85032,             0.88869,              0.5026,            0.031728,            0.015701,           0.0073456,            0.002344,            0.002344,            0.002344
                 234,            0.027288,            0.015824,           0.0011081,             0.88474,              0.8519,              0.8883,             0.50279,            0.031729,            0.015706,           0.0073537,            0.002311,            0.002311,            0.002311
                 235,            0.027411,            0.015924,           0.0011627,             0.88558,             0.85178,             0.88833,             0.50269,            0.031735,            0.015711,           0.0073584,            0.002278,            0.002278,            0.002278
                 236,             0.02749,            0.015744,           0.0010947,              0.8857,             0.85229,             0.88829,             0.50271,            0.031739,            0.015717,           0.0073658,            0.002245,            0.002245,            0.002245
                 237,            0.027185,            0.015922,           0.0010734,             0.88508,             0.85308,             0.88831,             0.50261,            0.031743,            0.015722,           0.0073731,            0.002212,            0.002212,            0.002212
                 238,            0.027311,            0.015892,           0.0010888,             0.88588,             0.85299,             0.88867,             0.50287,            0.031746,            0.015728,           0.0073771,            0.002179,            0.002179,            0.002179
                 239,            0.027173,            0.015849,           0.0010694,             0.88764,               0.852,             0.88876,             0.50302,            0.031744,            0.015732,           0.0073827,            0.002146,            0.002146,            0.002146
                 240,            0.027003,            0.015531,           0.0010567,             0.88788,             0.85085,              0.8883,             0.50294,            0.031741,            0.015738,           0.0073864,            0.002113,            0.002113,            0.002113
                 241,            0.027051,            0.015788,           0.0010471,             0.88716,             0.85073,             0.88815,             0.50303,            0.031742,            0.015742,           0.0073921,             0.00208,             0.00208,             0.00208
                 242,            0.027172,            0.015673,           0.0010544,             0.88628,             0.84998,             0.88746,             0.50316,            0.031742,            0.015748,           0.0073961,            0.002047,            0.002047,            0.002047
                 243,            0.027025,            0.015752,           0.0010409,             0.88631,             0.84966,             0.88743,             0.50295,            0.031742,            0.015753,           0.0074035,            0.002014,            0.002014,            0.002014
                 244,            0.026928,            0.015716,           0.0010761,             0.88639,             0.84924,             0.88722,             0.50313,            0.031738,            0.015759,           0.0074102,            0.001981,            0.001981,            0.001981
                 245,            0.027051,            0.015688,            0.001052,             0.88647,             0.84921,               0.887,             0.50343,            0.031734,            0.015764,           0.0074136,            0.001948,            0.001948,            0.001948
                 246,            0.026688,            0.015593,           0.0010567,             0.88807,             0.84815,             0.88688,             0.50326,            0.031735,             0.01577,           0.0074203,            0.001915,            0.001915,            0.001915
                 247,            0.026631,            0.015496,            0.001012,             0.88756,             0.84946,              0.8873,             0.50348,            0.031737,            0.015777,           0.0074263,            0.001882,            0.001882,            0.001882
                 248,             0.02665,            0.015583,           0.0010324,             0.88689,             0.84897,             0.88668,             0.50331,            0.031742,            0.015784,           0.0074332,            0.001849,            0.001849,            0.001849
                 249,            0.026531,            0.015689,           0.0010232,             0.88687,             0.84857,             0.88671,             0.50323,            0.031747,            0.015791,           0.0074399,            0.001816,            0.001816,            0.001816
                 250,            0.026526,            0.015473,           0.0009834,             0.88674,             0.84878,             0.88686,             0.50336,            0.031747,            0.015797,            0.007451,            0.001783,            0.001783,            0.001783
                 251,            0.026663,            0.015549,          0.00097952,             0.88676,             0.84789,             0.88636,             0.50353,            0.031752,            0.015804,           0.0074606,             0.00175,             0.00175,             0.00175
                 252,            0.026261,            0.015346,          0.00098777,             0.88751,             0.84805,             0.88639,             0.50369,            0.031754,            0.015809,           0.0074679,            0.001717,            0.001717,            0.001717
                 253,            0.026296,            0.015329,           0.0009604,             0.88651,             0.84937,             0.88621,             0.50393,            0.031756,            0.015817,           0.0074719,            0.001684,            0.001684,            0.001684
                 254,            0.026107,            0.015152,          0.00098267,             0.88708,             0.85032,              0.8865,             0.50383,            0.031759,            0.015822,            0.007479,            0.001651,            0.001651,            0.001651
                 255,            0.026045,            0.015434,          0.00094158,             0.88752,             0.85079,             0.88686,             0.50409,            0.031757,            0.015829,           0.0074882,            0.001618,            0.001618,            0.001618
                 256,             0.02602,            0.015136,          0.00098069,             0.88731,             0.84977,             0.88692,             0.50393,            0.031758,            0.015837,           0.0074923,            0.001585,            0.001585,            0.001585
                 257,             0.02621,            0.015385,          0.00098219,             0.88735,             0.85061,             0.88707,              0.5041,            0.031752,            0.015841,            0.007499,            0.001552,            0.001552,            0.001552
                 258,            0.026085,            0.015316,          0.00095937,             0.88717,             0.85046,             0.88723,             0.50412,            0.031751,            0.015848,            0.007505,            0.001519,            0.001519,            0.001519
                 259,            0.025878,            0.015327,          0.00088061,             0.88674,             0.85036,             0.88708,             0.50437,            0.031755,            0.015857,           0.0075118,            0.001486,            0.001486,            0.001486
                 260,            0.025876,            0.015315,          0.00095589,             0.88701,             0.85036,             0.88717,             0.50429,            0.031756,            0.015861,           0.0075157,            0.001453,            0.001453,            0.001453
                 261,            0.025719,            0.015184,          0.00094712,             0.88638,             0.85107,             0.88708,             0.50425,             0.03176,             0.01587,           0.0075211,             0.00142,             0.00142,             0.00142
                 262,            0.025811,            0.015386,          0.00088863,             0.88643,             0.85124,             0.88704,              0.5042,            0.031761,             0.01588,            0.007526,            0.001387,            0.001387,            0.001387
                 263,            0.025774,             0.01524,          0.00088417,             0.88437,             0.85274,              0.8873,             0.50415,            0.031765,            0.015888,           0.0075322,            0.001354,            0.001354,            0.001354
                 264,            0.025668,            0.015064,          0.00088644,             0.88565,             0.85151,             0.88679,             0.50441,            0.031768,            0.015894,           0.0075377,            0.001321,            0.001321,            0.001321
                 265,            0.025568,            0.015038,          0.00091074,             0.88601,             0.85109,             0.88676,             0.50443,             0.03177,            0.015904,           0.0075442,            0.001288,            0.001288,            0.001288
                 266,            0.025634,            0.014968,          0.00091593,             0.88583,             0.85123,             0.88681,             0.50448,            0.031773,            0.015911,           0.0075493,            0.001255,            0.001255,            0.001255
                 267,            0.025422,            0.014958,          0.00089037,             0.88573,             0.85102,             0.88668,             0.50446,            0.031776,            0.015919,            0.007554,            0.001222,            0.001222,            0.001222
                 268,            0.025308,            0.014822,          0.00088171,             0.88556,             0.85143,             0.88663,             0.50453,            0.031779,            0.015927,           0.0075623,            0.001189,            0.001189,            0.001189
                 269,            0.025362,            0.015146,          0.00085536,             0.88717,             0.84983,             0.88639,             0.50456,            0.031787,            0.015936,           0.0075728,            0.001156,            0.001156,            0.001156
                 270,            0.025228,            0.015039,          0.00084674,             0.89183,             0.84663,             0.88666,             0.50435,            0.031795,            0.015942,           0.0075825,            0.001123,            0.001123,            0.001123
                 271,            0.025202,            0.015011,          0.00083936,             0.89149,             0.84625,             0.88641,             0.50433,            0.031805,            0.015954,           0.0075904,             0.00109,             0.00109,             0.00109
                 272,            0.025054,            0.014839,          0.00085757,             0.89118,             0.84666,             0.88617,             0.50429,            0.031811,            0.015963,           0.0075974,            0.001057,            0.001057,            0.001057
                 273,            0.024818,            0.014582,           0.0007996,             0.89171,             0.84653,             0.88627,              0.5044,            0.031818,            0.015974,           0.0076062,            0.001024,            0.001024,            0.001024
                 274,            0.025014,            0.014647,          0.00081668,             0.89217,             0.84638,             0.88614,             0.50447,            0.031822,             0.01598,           0.0076142,            0.000991,            0.000991,            0.000991
                 275,            0.024923,            0.014835,          0.00082177,             0.89195,             0.84599,             0.88608,             0.50429,            0.031828,             0.01599,           0.0076229,            0.000958,            0.000958,            0.000958
                 276,            0.024636,             0.01468,          0.00082804,             0.89206,             0.84582,             0.88586,             0.50439,            0.031834,            0.015999,           0.0076324,            0.000925,            0.000925,            0.000925
                 277,            0.024894,             0.01468,          0.00081518,             0.89099,              0.8457,             0.88558,             0.50439,             0.03184,            0.016008,           0.0076389,            0.000892,            0.000892,            0.000892
                 278,             0.02492,             0.01465,          0.00078899,             0.88904,             0.84693,              0.8855,             0.50441,            0.031848,            0.016017,           0.0076476,            0.000859,            0.000859,            0.000859
                 279,            0.024794,            0.014581,            0.000835,             0.88896,             0.84758,             0.88562,             0.50434,            0.031855,            0.016026,           0.0076529,            0.000826,            0.000826,            0.000826
                 280,            0.024593,            0.014588,          0.00084997,             0.88931,             0.84717,             0.88544,             0.50432,            0.031864,            0.016036,           0.0076591,            0.000793,            0.000793,            0.000793
                 281,            0.024725,            0.014549,          0.00079874,             0.88965,             0.84725,             0.88519,             0.50409,            0.031869,            0.016046,           0.0076628,             0.00076,             0.00076,             0.00076
                 282,            0.024333,            0.014405,           0.0007962,             0.88966,             0.84708,             0.88516,             0.50404,            0.031873,            0.016056,           0.0076699,            0.000727,            0.000727,            0.000727
                 283,            0.024487,            0.014644,          0.00077909,             0.88968,             0.84759,             0.88513,              0.5041,            0.031877,            0.016062,           0.0076768,            0.000694,            0.000694,            0.000694
                 284,            0.024445,            0.014594,          0.00079506,             0.88894,             0.84801,             0.88516,              0.5042,            0.031884,            0.016072,           0.0076854,            0.000661,            0.000661,            0.000661
                 285,            0.024155,            0.014377,           0.0007819,             0.88882,             0.84799,             0.88527,             0.50413,             0.03189,            0.016082,           0.0076944,            0.000628,            0.000628,            0.000628
                 286,            0.024037,            0.014367,           0.0006994,             0.88763,             0.84818,             0.88471,             0.50423,            0.031895,             0.01609,           0.0077041,            0.000595,            0.000595,            0.000595
                 287,            0.024081,            0.014409,          0.00072877,             0.88782,             0.84841,             0.88516,              0.5043,            0.031899,            0.016099,           0.0077128,            0.000562,            0.000562,            0.000562
                 288,            0.024053,            0.014379,          0.00077127,              0.8874,              0.8484,             0.88467,              0.5041,            0.031905,            0.016106,            0.007722,            0.000529,            0.000529,            0.000529
                 289,            0.024044,             0.01441,          0.00076135,             0.88772,             0.84817,             0.88458,             0.50408,            0.031911,            0.016114,           0.0077319,            0.000496,            0.000496,            0.000496
                 290,            0.024078,            0.014366,          0.00072629,             0.88892,             0.84737,               0.885,             0.50423,            0.031914,            0.016124,            0.007742,            0.000463,            0.000463,            0.000463
                 291,            0.023839,            0.014298,           0.0007057,             0.88866,             0.84784,             0.88443,             0.50387,            0.031919,            0.016132,           0.0077536,             0.00043,             0.00043,             0.00043
                 292,            0.023859,            0.014168,          0.00074744,             0.89002,             0.84633,             0.88437,              0.5038,            0.031924,            0.016143,           0.0077641,            0.000397,            0.000397,            0.000397
                 293,            0.023674,            0.014226,          0.00067374,             0.89078,             0.84652,             0.88461,             0.50373,            0.031931,            0.016152,           0.0077756,            0.000364,            0.000364,            0.000364
                 294,            0.023886,            0.014053,          0.00074524,              0.8902,             0.84648,             0.88414,              0.5038,            0.031934,            0.016162,           0.0077838,            0.000331,            0.000331,            0.000331
                 295,            0.023672,            0.014121,           0.0007213,              0.8901,             0.84691,             0.88401,             0.50382,             0.03194,            0.016171,           0.0077937,            0.000298,            0.000298,            0.000298
                 296,            0.023639,            0.014245,          0.00072036,             0.88982,             0.84643,             0.88387,              0.5039,            0.031943,            0.016182,           0.0078072,            0.000265,            0.000265,            0.000265
                 297,            0.023514,            0.013954,            0.000707,             0.88993,             0.84576,             0.88362,              0.5038,            0.031948,             0.01619,           0.0078189,            0.000232,            0.000232,            0.000232
                 298,            0.023534,            0.014059,          0.00065247,              0.8895,             0.84599,             0.88317,             0.50383,            0.031953,              0.0162,           0.0078324,            0.000199,            0.000199,            0.000199
                 299,             0.02341,            0.014084,          0.00065247,             0.88958,             0.84618,             0.88314,             0.50373,            0.031959,            0.016207,           0.0078464,            0.000166,            0.000166,            0.000166
